hour,walkin_demand,walkin_demand_std,driveThru_demand,driveThru_demand_std,total_demand,total_demand_std,happiness_rate,happiness_rate_std,avg_wait_walkin,avg_wait_walkin_std,avg_wait_driveThru,avg_wait_driveThru_std,current_price,staff_count,revenue,revenue_std,staff_cost,promotion_cost,profit,profit_std,strategy,repetitions
12,16.666666666666668,5.746496517202653,26.633333333333333,4.586090080037921,43.3,7.2532751223154355,0.6427436934222485,0.3615115851499031,6.075268408614523,5.6290454411785475,6.316601671593335,5.19987292063054,8.0,4.0,346.4,58.026200978523484,60.0,100.0,186.4,58.02620097852349,combined,30
13,15.8,6.425988899253821,26.633333333333333,5.492317867308443,42.43333333333333,7.036492181635834,0.6481526566050575,0.32872819958167226,6.962530062804315,5.395243846882636,6.65006041947037,5.053686195838906,8.0,4.0,339.46666666666664,56.291937453086675,60.0,100.0,179.46666666666667,56.291937453086675,combined,30
14,17.266666666666666,5.662351298022953,27.733333333333334,5.644663162866516,45.0,8.04570278678832,0.6219379676376223,0.31138660467624096,7.249123581771866,4.549991193530412,6.635182867753258,3.8975113766683367,8.0,4.0,360.0,64.36562229430656,60.0,100.0,200.0,64.36562229430656,combined,30
15,17.3,5.37370139351515,25.666666666666668,6.3104851019729225,42.96666666666667,7.021316748935978,0.6977801309969381,0.33507256518481326,5.451204732516059,4.812047971065955,5.843233889243346,4.507315795339094,8.0,4.0,343.73333333333335,56.17053399148782,60.0,100.0,183.73333333333332,56.17053399148783,combined,30
16,16.3,5.09345985881241,27.4,5.023942674832188,43.7,7.216416469873858,0.6682531478093228,0.36326161254735123,6.007802016441262,5.600027579294544,5.359252170225898,4.576576800787191,8.0,4.0,349.6,57.73133175899086,60.0,100.0,189.6,57.731331758990855,combined,30
17,15.633333333333333,4.7151057487846675,26.933333333333334,5.555377774933242,42.56666666666667,7.889585258779802,0.6293365308939362,0.36535461784934586,6.344795854666355,4.964910180778688,6.3023639667547355,4.643131053124879,8.0,4.0,340.53333333333336,63.11668207023842,60.0,100.0,180.53333333333333,63.11668207023842,combined,30
18,17.6,5.862877564245507,26.566666666666666,4.1366921836441035,44.166666666666664,7.252968740836786,0.5872518372288079,0.38309683515902254,5.975948909940472,4.916427230303894,6.817130607367431,5.294047560692491,8.0,4.0,353.3333333333333,58.023749926694286,60.0,100.0,193.33333333333334,58.02374992669429,combined,30
19,16.233333333333334,5.701948984533466,26.9,5.3188344587888805,43.13333333333333,9.080137052318587,0.5392781551270248,0.3801599008760834,7.811162886895739,5.1863382915311345,7.783292323875535,5.441180505392569,8.0,4.0,345.06666666666666,72.6410964185487,60.0,100.0,185.06666666666666,72.6410964185487,combined,30
20,16.566666666666666,5.577833111721991,27.9,5.878491870085955,44.46666666666667,8.03630650375048,0.578177926432356,0.35989967149825874,7.50828333358127,5.197980460170054,7.540577763171814,5.018969917191935,8.0,4.0,355.73333333333335,64.29045203000383,60.0,100.0,195.73333333333332,64.29045203000382,combined,30
21,16.0,5.825232470325397,25.3,5.780138406647371,41.3,9.212853340125777,0.6254824752501646,0.38463038509548914,7.150304333173829,6.25979826921311,6.237608777450387,4.4248065722351155,8.0,4.0,330.4,73.70282672100622,60.0,100.0,170.4,73.70282672100622,combined,30
22,16.833333333333332,5.950256763834276,26.4,5.613079962611139,43.233333333333334,8.70127704548144,0.6436464785818781,0.3601756354286285,6.2402938587516115,5.259170484519383,6.480909374860786,5.026642797022059,8.0,4.0,345.8666666666667,69.61021636385152,60.0,100.0,185.86666666666667,69.61021636385152,combined,30
